Company_ID,Account_Age_Months,Monthly_Recurring_Revenue,Active_Users,Support_Tickets_Last_Month,Days_Since_Last_Login,Contract_Type,Churn
CMP_3700,46,5463.7196844605905,325,12,13,Month-to-Month,1
CMP_3701,4,6589.736147535869,415,8,56,Month-to-Month,1
CMP_3702,38,7970.150726252885,308,7,44,Two Year,1
CMP_3703,19,4348.526518584638,348,12,83,One Year,1
CMP_3704,6,525.7274232942948,66,13,30,Two Year,0
CMP_3705,34,8574.491711479292,304,14,16,Month-to-Month,0
CMP_3706,18,4118.458444934295,407,10,12,Month-to-Month,0
CMP_3707,13,5212.405897157539,447,11,74,One Year,1
CMP_3708,41,573.7831004627028,140,2,66,Month-to-Month,1
CMP_3709,23,5174.87409832593,59,0,18,Month-to-Month,0
CMP_3710,19,9871.63031493143,112,0,13,One Year,0
CMP_3711,45,3143.5427777783116,307,5,24,Month-to-Month,0
CMP_3712,11,4256.473567302592,262,2,12,Month-to-Month,0
CMP_3713,1,7028.304966452428,257,3,60,Month-to-Month,1
CMP_3714,24,8240.539841474758,226,0,60,One Year,0
CMP_3715,54,4465.2204280579535,482,7,86,One Year,1
CMP_3716,7,3441.8542688122793,373,0,1,Month-to-Month,0
CMP_3717,25,9409.345099858137,171,4,43,One Year,0
CMP_3718,21,6932.877183380858,433,5,55,Month-to-Month,1
CMP_3719,15,1630.7023926848403,164,14,40,Two Year,1
CMP_3720,1,1154.814842279162,453,1,64,Two Year,0
CMP_3721,12,5093.723582508506,170,6,34,One Year,1
CMP_3722,58,2590.855627449088,209,6,34,Month-to-Month,1
CMP_3723,7,2912.855157074408,271,0,48,One Year,0
CMP_3724,15,8838.075698864559,142,3,33,One Year,0
CMP_3725,21,1350.8772310049512,372,11,68,Two Year,1
CMP_3726,19,7295.959094674452,447,12,30,Two Year,0
CMP_3727,29,3075.8514071155864,350,3,84,Two Year,0
CMP_3728,25,7723.118103339308,252,4,79,Month-to-Month,1
CMP_3729,33,7362.908152403674,59,0,71,Two Year,0
CMP_3730,49,570.2230637207838,408,0,71,One Year,0
CMP_3731,32,5336.786422755192,213,6,29,Two Year,0
CMP_3732,49,1823.5350825914404,21,8,23,Month-to-Month,1
CMP_3733,35,8729.156790497429,72,0,34,Month-to-Month,1
CMP_3734,44,8780.065887192863,137,1,84,Month-to-Month,1
CMP_3735,38,4474.2851711907015,192,5,15,Month-to-Month,0
CMP_3736,26,4721.758375285265,411,14,53,Month-to-Month,1
CMP_3737,11,3381.1879243430076,434,14,17,Two Year,0
CMP_3738,35,7307.759840120295,312,5,64,Month-to-Month,1
CMP_3739,8,3907.282948751362,142,1,84,Month-to-Month,1
CMP_3740,46,3044.0285079650207,178,8,61,Month-to-Month,1
CMP_3741,14,4606.195065292828,416,3,57,Month-to-Month,1
CMP_3742,10,1369.131424680858,101,12,77,Two Year,1
CMP_3743,2,7592.730444119937,175,6,88,Month-to-Month,1
CMP_3744,46,619.6658120819761,158,5,37,Month-to-Month,1
CMP_3745,9,6622.608084445642,187,10,7,Two Year,0
CMP_3746,3,2237.213004171288,246,12,8,Two Year,0
CMP_3747,21,2707.8384390369247,308,10,87,Month-to-Month,1
CMP_3748,26,6538.503987080379,289,2,78,One Year,0
CMP_3749,8,9932.962924937618,31,7,68,One Year,1
CMP_3750,48,7888.316146189231,406,6,21,One Year,0
CMP_3751,2,2645.476506122224,364,8,61,Month-to-Month,1
CMP_3752,6,2172.235172890771,64,2,74,Two Year,0
CMP_3753,28,8729.212267542869,206,0,86,Month-to-Month,1
CMP_3754,53,4719.74750525429,254,1,80,Month-to-Month,1
CMP_3755,29,1802.001626867477,366,11,75,Month-to-Month,1
CMP_3756,26,8691.008521558411,73,10,86,Month-to-Month,1
CMP_3757,25,8252.877352685482,462,14,29,Two Year,0
CMP_3758,12,9847.110457023055,374,11,25,One Year,0
CMP_3759,5,9142.565023770498,25,0,58,Month-to-Month,1
CMP_3760,34,8592.008217275146,156,10,14,Month-to-Month,0
CMP_3761,48,999.45677920453,106,4,78,Month-to-Month,1
CMP_3762,37,1491.9460102321214,391,14,66,Two Year,1
CMP_3763,15,5905.340345889167,492,9,54,One Year,1
CMP_3764,44,5549.052839677298,99,13,77,One Year,1
CMP_3765,36,4850.6505376505875,450,1,67,One Year,0
CMP_3766,15,4269.498591438551,365,2,30,One Year,0
CMP_3767,43,4596.499606211124,233,7,18,One Year,0
CMP_3768,48,5908.330374280555,129,14,54,Month-to-Month,1
CMP_3769,23,519.7269172007715,262,9,21,Two Year,0
CMP_3770,6,2976.733354262096,326,13,53,One Year,1
CMP_3771,46,5423.6573465427555,491,4,83,One Year,0
CMP_3772,50,7361.052937399639,373,3,16,Two Year,0
CMP_3773,44,2154.488577756265,430,4,28,Two Year,0
CMP_3774,59,5695.371150980613,240,9,4,Two Year,0
CMP_3775,43,7287.366996914927,166,5,55,Two Year,0
CMP_3776,45,4723.962750182094,46,11,15,Month-to-Month,1
CMP_3777,21,757.2707698654849,280,6,64,Month-to-Month,1
CMP_3778,23,4768.0475054235485,357,13,65,One Year,1
CMP_3779,43,3316.2264335694545,72,12,16,Month-to-Month,1
CMP_3780,55,9331.67127316262,177,8,20,Two Year,0
CMP_3781,16,1683.82716394411,496,0,64,One Year,0
CMP_3782,47,6698.521577318706,335,3,33,One Year,0
CMP_3783,53,1000.8377801777609,129,11,81,Two Year,1
CMP_3784,15,4738.619159220617,174,11,69,Month-to-Month,1
CMP_3785,25,5762.805128590766,51,8,69,One Year,1
CMP_3786,36,3330.5718475102217,265,4,58,One Year,0
CMP_3787,11,4823.218537443652,221,7,39,Month-to-Month,1
CMP_3788,51,2053.7610480367803,309,11,77,Month-to-Month,1
CMP_3789,15,3389.1765699463435,128,0,36,Two Year,0
CMP_3790,4,6400.510086646928,297,3,68,One Year,0
CMP_3791,21,3367.1005306809734,166,11,87,Two Year,1
CMP_3792,13,9047.559244884282,205,13,21,One Year,0
CMP_3793,22,6469.866097589403,458,11,63,Month-to-Month,1
CMP_3794,19,4667.165675141852,406,8,85,Month-to-Month,1
CMP_3795,34,868.1908877647335,466,12,6,Month-to-Month,0
CMP_3796,14,5245.709184444377,279,0,24,Two Year,0
CMP_3797,4,7765.374300188348,210,0,53,Month-to-Month,1
CMP_3798,48,3022.7971811179295,44,3,83,Two Year,0
CMP_3799,53,8164.34891166329,277,13,76,Two Year,1
CMP_3800,52,2892.164277483374,192,2,78,Two Year,0
CMP_3801,46,8325.590685532605,359,6,50,Month-to-Month,1
CMP_3802,27,1310.0492453109355,97,10,12,Two Year,0
CMP_3803,29,8728.74523425578,46,2,56,Month-to-Month,1
CMP_3804,47,5242.271283866639,469,0,15,Month-to-Month,0
CMP_3805,28,3317.107101392489,383,11,83,Month-to-Month,1
CMP_3806,35,3018.5758789439133,111,14,40,Two Year,1
CMP_3807,8,4604.100309838445,332,10,41,Month-to-Month,1
CMP_3808,16,9990.970231984627,69,9,69,One Year,1
CMP_3809,42,2593.1102376570343,369,1,69,Month-to-Month,1
CMP_3810,36,1480.5581643504963,313,9,6,Month-to-Month,0
CMP_3811,30,6057.834102827288,488,12,87,Month-to-Month,1
CMP_3812,18,5141.153431182443,139,3,67,Two Year,0
CMP_3813,2,5479.86457510142,498,0,33,One Year,0
CMP_3814,49,6835.886466793562,393,0,43,Two Year,0
CMP_3815,13,3037.8686637711685,28,11,21,One Year,0
CMP_3816,4,9151.31745614694,32,13,84,Two Year,1
CMP_3817,26,4638.884628161759,66,7,65,One Year,1
CMP_3818,25,1726.3188538533868,495,6,17,One Year,0
CMP_3819,30,7551.838188972471,277,13,8,One Year,0
CMP_3820,11,6609.491349869578,233,7,64,Month-to-Month,1
CMP_3821,7,3499.5623235983526,24,12,28,Two Year,0
CMP_3822,31,6404.42787832346,7,3,13,One Year,0
CMP_3823,44,2588.68858550528,425,5,13,Two Year,0
CMP_3824,10,4725.973913735031,222,14,38,One Year,1
CMP_3825,39,9044.41896058959,403,12,25,Month-to-Month,1
CMP_3826,13,1768.5752150271194,311,2,62,One Year,0
CMP_3827,31,4173.616274880889,436,10,23,Month-to-Month,1
CMP_3828,7,8300.853034843298,140,12,86,One Year,1
CMP_3829,56,9710.163544358693,401,7,21,One Year,0
CMP_3830,49,4812.298296007061,436,3,54,Two Year,0
CMP_3831,42,5316.4963913618,7,2,63,Month-to-Month,1
CMP_3832,42,5935.633636945812,197,3,30,Month-to-Month,0
CMP_3833,56,9357.307345520252,77,5,75,Month-to-Month,1
CMP_3834,36,8652.964514281783,419,10,68,Month-to-Month,1
CMP_3835,20,2120.7106839056214,365,6,76,Two Year,1
CMP_3836,4,4649.199269547213,122,6,73,Two Year,1
CMP_3837,54,4908.00406786605,158,13,32,One Year,1
CMP_3838,7,7996.413060663189,213,14,75,Two Year,1
CMP_3839,54,6227.482384751635,444,11,24,Month-to-Month,1
CMP_3840,1,6715.094389275623,38,3,7,Month-to-Month,0
CMP_3841,44,9982.899122823368,141,7,72,Month-to-Month,1
CMP_3842,56,1212.1204129651242,322,6,89,Two Year,1
CMP_3843,45,2618.5933235704633,124,1,1,One Year,0
CMP_3844,42,4375.011405029694,119,12,3,One Year,0
CMP_3845,47,3803.932828964428,17,7,28,Month-to-Month,1
CMP_3846,59,705.632832796344,73,8,43,Month-to-Month,1
CMP_3847,13,1371.8872614761704,429,4,46,Two Year,0
CMP_3848,55,6969.056268333974,337,14,1,Month-to-Month,1
CMP_3849,22,8853.582401944326,261,3,38,One Year,0
CMP_3850,54,5385.156607026787,93,3,35,Month-to-Month,1
CMP_3851,21,5622.3152553795135,51,12,74,Month-to-Month,1
CMP_3852,22,2923.3876119076044,264,3,76,One Year,0
CMP_3853,28,7794.825454520258,232,5,74,Month-to-Month,1
CMP_3854,9,7642.048579988936,451,10,54,One Year,1
CMP_3855,26,6089.474047567738,184,3,24,One Year,0
CMP_3856,9,2520.310721857757,14,6,28,One Year,0
CMP_3857,15,1421.6730732523497,288,6,22,One Year,0
CMP_3858,10,1110.2664706426958,381,4,16,One Year,0
CMP_3859,24,6130.612633107339,130,12,13,Month-to-Month,0
CMP_3860,58,8337.8355318566,138,4,62,One Year,0
CMP_3861,57,8654.139101918787,159,14,43,One Year,1
CMP_3862,42,4904.409706262773,252,9,87,Month-to-Month,1
CMP_3863,8,7950.577343413811,144,7,78,Two Year,1
CMP_3864,24,9495.361865239724,322,6,32,One Year,1
CMP_3865,16,3114.116068636646,440,13,67,Two Year,1
CMP_3866,49,4280.623290617194,180,6,83,Two Year,1
CMP_3867,26,9349.050429668467,327,5,86,Month-to-Month,1
CMP_3868,27,3713.1941895142063,178,6,57,One Year,1
CMP_3869,37,9181.824758057064,485,6,65,Month-to-Month,1
CMP_3870,4,9819.926191417424,78,9,69,Month-to-Month,1
CMP_3871,50,6787.201921457035,355,13,49,Two Year,1
CMP_3872,24,8260.457750289599,147,1,33,One Year,0
CMP_3873,19,7620.68286010031,459,13,19,Month-to-Month,1
CMP_3874,36,7145.575447347476,296,9,36,One Year,1
CMP_3875,39,3415.8451933217093,402,1,70,Two Year,0
CMP_3876,10,1042.3962101254651,116,13,15,One Year,0
CMP_3877,25,3758.991458936681,210,9,24,One Year,0
CMP_3878,18,6835.8918594371125,135,6,27,One Year,0
CMP_3879,19,1474.027383164113,373,13,49,Month-to-Month,1
CMP_3880,36,613.2208382932998,114,9,75,Month-to-Month,1
CMP_3881,10,1827.0775397279172,374,6,23,One Year,0
CMP_3882,33,7299.491300902556,71,6,33,Month-to-Month,1
CMP_3883,55,9741.540165736218,386,4,41,One Year,0
CMP_3884,50,9839.114646340795,90,0,56,One Year,0
CMP_3885,5,5192.801916831785,279,13,29,One Year,0
CMP_3886,47,8758.8468594273,231,1,31,Month-to-Month,1
CMP_3887,49,7499.851329639288,464,12,65,Month-to-Month,1
CMP_3888,35,5259.8822513537325,442,8,18,Month-to-Month,1
CMP_3889,44,5941.225063073324,329,7,82,One Year,1
CMP_3890,34,1803.6578928602753,14,7,6,Month-to-Month,0
CMP_3891,33,9407.783875857625,493,9,52,One Year,1
CMP_3892,55,3843.3328219518794,421,0,40,Month-to-Month,1
CMP_3893,21,4738.41793634311,401,5,65,One Year,0
CMP_3894,17,6880.772194480038,388,14,42,Month-to-Month,1
CMP_3895,22,3672.0734795022627,359,14,68,One Year,1
CMP_3896,48,2915.46202939484,439,8,32,Month-to-Month,1
CMP_3897,37,6494.969236067095,292,14,10,Month-to-Month,1
CMP_3898,15,737.3487816775698,463,7,69,Two Year,1
CMP_3899,35,7346.88856425345,116,2,9,Month-to-Month,0
CMP_3900,28,5383.222013826843,490,3,69,One Year,0
CMP_3901,7,6254.660439948877,28,14,61,Two Year,1
CMP_3902,32,6502.8615128454085,295,2,11,One Year,0
CMP_3903,11,5506.976486679355,343,5,68,Two Year,0
CMP_3904,10,6034.0708856869915,330,13,74,Month-to-Month,1
CMP_3905,9,6995.987908453809,172,8,8,Month-to-Month,1
CMP_3906,14,7654.629048206904,442,14,49,Month-to-Month,1
CMP_3907,13,7410.7977172181445,113,7,24,Month-to-Month,0
CMP_3908,57,8761.356348456486,432,14,33,Month-to-Month,1
CMP_3909,25,2299.712615090326,194,14,19,Month-to-Month,1
CMP_3910,2,4310.905710172077,494,12,2,One Year,0
CMP_3911,35,9504.062627137342,359,9,55,Two Year,1
CMP_3912,7,4267.610456670132,200,3,11,Month-to-Month,0
CMP_3913,21,1686.2657306062654,37,14,17,Month-to-Month,0
CMP_3914,18,5491.728700440705,209,1,42,Month-to-Month,1
CMP_3915,3,1540.1642392673905,316,12,61,Month-to-Month,1
CMP_3916,42,2427.1057679147198,424,7,3,One Year,0
CMP_3917,54,9984.028187424088,186,7,86,Month-to-Month,1
CMP_3918,39,5642.945064763254,495,13,35,Month-to-Month,1
CMP_3919,41,3198.5546958840755,151,11,85,One Year,1
CMP_3920,49,9950.362068452108,431,10,89,Two Year,1
CMP_3921,11,9682.309726273861,272,5,66,One Year,0
CMP_3922,39,4687.020890300503,15,13,1,One Year,0
CMP_3923,24,2973.82953348513,74,7,7,Month-to-Month,0
CMP_3924,46,8464.796561875804,260,8,20,Month-to-Month,0
CMP_3925,19,7298.396811231964,400,12,43,Month-to-Month,1
CMP_3926,4,7025.943632533348,223,0,6,Month-to-Month,0
CMP_3927,26,8984.58054256349,301,8,55,Two Year,1
CMP_3928,38,7049.462771777584,413,1,21,One Year,0
CMP_3929,42,3196.080458894717,366,13,51,Month-to-Month,1
CMP_3930,32,7091.700037819456,263,12,46,Month-to-Month,1
CMP_3931,39,3405.228357194808,7,0,35,Month-to-Month,1
CMP_3932,45,7712.770306741453,88,7,8,One Year,0
CMP_3933,46,6387.604617669877,160,7,68,Month-to-Month,1
CMP_3934,36,1235.4097438551305,155,10,16,Month-to-Month,0
CMP_3935,40,5371.93594313385,180,3,67,One Year,0
CMP_3936,37,3761.3592073595387,199,7,71,Month-to-Month,1
CMP_3937,33,3621.4210109567953,430,6,64,Month-to-Month,1
CMP_3938,36,6221.434872583944,476,12,2,Month-to-Month,0
CMP_3939,3,3562.0858324595365,111,1,1,Month-to-Month,0
CMP_3940,9,7880.490607946291,428,4,58,Month-to-Month,1
CMP_3941,8,1172.5186421061571,138,13,1,Month-to-Month,1
CMP_3942,33,6773.688397760342,280,9,7,One Year,0
CMP_3943,59,8187.350634739042,399,3,88,One Year,0
CMP_3944,6,6891.901054244086,356,2,69,One Year,0
CMP_3945,41,5223.67735268996,384,0,85,Two Year,0
CMP_3946,39,9527.91663049372,159,4,18,Month-to-Month,0
CMP_3947,4,3349.415653081604,281,9,88,Two Year,1
CMP_3948,13,682.0949314872889,240,7,32,Month-to-Month,1
CMP_3949,49,4603.899028902688,244,11,45,Month-to-Month,1
CMP_3950,2,813.6133910531089,374,8,33,Month-to-Month,1
CMP_3951,5,9562.399149000883,17,6,74,Month-to-Month,1
CMP_3952,44,2494.2214346064893,346,11,73,Two Year,1
CMP_3953,27,7994.806727514355,39,10,49,Month-to-Month,1
CMP_3954,32,7858.434790156466,51,0,33,Month-to-Month,1
CMP_3955,21,2568.4245469878683,218,0,71,Month-to-Month,1
CMP_3956,8,6401.652039561589,416,14,68,Month-to-Month,1
CMP_3957,38,956.750200621277,409,0,28,Month-to-Month,0
CMP_3958,8,5093.958564186741,498,1,87,Month-to-Month,1
CMP_3959,50,639.147709088624,150,0,53,Month-to-Month,1
CMP_3960,3,9250.866861717997,163,3,44,Two Year,0
CMP_3961,54,9772.81722989593,448,9,80,Month-to-Month,1
CMP_3962,44,2611.68628306656,129,8,55,Month-to-Month,1
CMP_3963,58,2477.0073286655415,114,11,10,One Year,0
CMP_3964,3,7660.341677340231,41,3,14,Two Year,0
CMP_3965,22,2907.1042888786774,281,12,36,Month-to-Month,1
CMP_3966,6,9003.227312037528,18,3,34,Month-to-Month,1
CMP_3967,2,5952.326793168331,477,6,88,Two Year,1
CMP_3968,23,3832.3874185979653,351,13,18,Month-to-Month,1
CMP_3969,44,8410.59059031949,236,10,16,One Year,0
CMP_3970,2,5187.363653927254,320,8,37,Month-to-Month,1
CMP_3971,38,9160.512680230519,128,6,41,Two Year,1
CMP_3972,17,9316.13524892912,283,0,25,Two Year,0
CMP_3973,35,2071.4914452198886,483,0,8,Two Year,0
CMP_3974,34,522.0723582533376,115,3,88,Month-to-Month,1
CMP_3975,23,9847.343931352822,128,3,84,Month-to-Month,1
CMP_3976,30,9108.306593211055,417,0,84,Month-to-Month,1
CMP_3977,52,1026.7297391864934,435,5,18,Two Year,0
CMP_3978,8,8413.825507440164,34,9,68,Two Year,1
CMP_3979,22,4849.146859312463,119,1,48,Month-to-Month,1
CMP_3980,44,2960.1352477372648,94,10,70,One Year,1
CMP_3981,58,8848.091974930834,216,4,67,Month-to-Month,1
CMP_3982,36,2368.3387077079187,42,7,18,Month-to-Month,1
CMP_3983,5,9499.349994490636,87,14,18,One Year,0
CMP_3984,13,2453.40413314374,31,2,56,Month-to-Month,1
CMP_3985,29,6329.990283423063,221,8,23,Month-to-Month,1
CMP_3986,31,2619.320178025261,364,6,35,Month-to-Month,1
CMP_3987,47,5683.8523172020305,490,8,6,Two Year,0
CMP_3988,57,6997.7637341938425,376,0,26,Two Year,0
CMP_3989,55,2307.165342791307,219,4,85,Two Year,0
CMP_3990,16,5448.414935656452,225,11,61,One Year,1
CMP_3991,42,4956.06757170613,19,12,88,One Year,1
CMP_3992,30,1174.8555033317416,447,2,15,Month-to-Month,0
CMP_3993,57,8273.924267915378,263,3,32,Two Year,0
CMP_3994,55,3688.982806106996,270,3,12,One Year,0
CMP_3995,16,5958.530876742856,467,10,5,One Year,0
CMP_3996,12,5390.4502318647765,124,11,64,One Year,1
CMP_3997,17,5375.974793419201,468,6,71,Two Year,1
CMP_3998,16,1518.6127449806309,405,9,86,Month-to-Month,1
CMP_3999,12,4523.079087868661,132,10,27,Month-to-Month,1
CMP_4000,8,4797.484212462417,215,7,79,One Year,1
CMP_4001,20,7469.60698346226,15,10,45,Two Year,1
CMP_4002,3,8480.178903246637,180,9,35,One Year,1
CMP_4003,16,5677.331641950171,137,4,26,Month-to-Month,0
CMP_4004,30,1324.4380636174096,329,12,23,Month-to-Month,1
CMP_4005,45,2750.0699706671894,324,12,13,One Year,0
CMP_4006,23,2066.8732551009452,18,11,3,One Year,0
CMP_4007,28,1683.843100296685,54,9,29,One Year,0
CMP_4008,51,3976.043336869172,414,6,66,Month-to-Month,1
CMP_4009,40,2679.2382704666293,76,2,64,Two Year,0
CMP_4010,54,2573.8795622093667,73,2,28,One Year,0
CMP_4011,5,1019.5851584745427,395,2,87,One Year,0
CMP_4012,20,667.8654255566219,387,11,36,Month-to-Month,1
CMP_4013,40,1476.298305172927,20,3,6,Month-to-Month,0
CMP_4014,56,2135.876054524514,443,5,11,Two Year,0
CMP_4015,44,4594.34542405793,338,14,38,Month-to-Month,1
CMP_4016,1,5349.9424823390245,361,4,34,One Year,0
CMP_4017,57,1835.623222646973,60,7,81,Month-to-Month,1
CMP_4018,30,4535.441744479769,109,13,67,One Year,1
CMP_4019,21,3746.6140020963094,136,13,46,Month-to-Month,1
CMP_4020,20,2242.5246132305824,488,11,86,Month-to-Month,1
CMP_4021,6,564.9871074094538,52,12,29,Two Year,0
CMP_4022,22,4936.6697319565465,252,4,60,One Year,0
CMP_4023,18,7013.691618019394,277,10,54,Month-to-Month,1
CMP_4024,8,2649.6346743661666,115,11,69,Month-to-Month,1
CMP_4025,39,1752.164884018454,424,4,74,Two Year,0
CMP_4026,32,8926.906072246138,330,13,74,Month-to-Month,1
CMP_4027,33,3112.7353386340787,340,9,9,One Year,0
CMP_4028,53,2624.3198880303153,353,1,85,Month-to-Month,1
CMP_4029,16,8642.4209262942,488,11,77,Two Year,1
CMP_4030,12,8262.517442084232,42,10,10,One Year,0
CMP_4031,38,4759.291469984019,361,10,75,One Year,1
CMP_4032,52,5147.769183563858,244,4,68,Month-to-Month,1
CMP_4033,34,2568.612695923209,322,14,58,Two Year,1
CMP_4034,14,1243.865869555796,125,11,52,Month-to-Month,1
CMP_4035,36,5947.6023408787805,52,6,34,Two Year,1
CMP_4036,33,1434.2767551070247,14,1,35,Month-to-Month,1
CMP_4037,23,4768.108196088173,237,13,33,One Year,1
CMP_4038,50,9434.723385873602,40,12,72,Month-to-Month,1
CMP_4039,45,9551.926697120552,417,5,32,One Year,0
CMP_4040,2,2773.6567221999067,466,6,55,Month-to-Month,1
CMP_4041,41,6429.077490433717,8,4,8,Month-to-Month,0
CMP_4042,21,5003.724509024648,48,8,46,Month-to-Month,1
CMP_4043,2,8819.008712068007,60,13,14,Month-to-Month,0
CMP_4044,27,3078.5932106225055,46,3,8,Month-to-Month,0
CMP_4045,57,535.17286490796,259,13,71,Month-to-Month,1
CMP_4046,9,2044.3314563484435,232,13,77,Two Year,1
CMP_4047,1,3820.4666111092815,118,12,54,Month-to-Month,1
CMP_4048,11,3499.350732819642,241,9,21,One Year,0
CMP_4049,3,8017.9477316674165,401,14,75,Month-to-Month,1
CMP_4050,52,6965.326328318959,178,0,14,One Year,0
CMP_4051,23,3345.785036341524,259,13,75,Month-to-Month,1
CMP_4052,26,4848.566263079027,470,7,2,Two Year,0
CMP_4053,4,1407.8114876041845,421,14,61,Two Year,1
CMP_4054,18,9032.391225790958,281,7,17,Month-to-Month,0
CMP_4055,55,9386.535832261074,468,6,78,One Year,1
CMP_4056,6,9808.133586118913,339,7,89,Month-to-Month,1
CMP_4057,35,8751.251892465458,445,1,48,One Year,0
CMP_4058,22,2152.6284331141424,73,2,8,Month-to-Month,0
CMP_4059,43,938.8665904154739,330,8,56,Month-to-Month,1
CMP_4060,15,6006.168910420402,234,0,17,Month-to-Month,0
CMP_4061,22,9169.74775538955,71,7,69,One Year,1
CMP_4062,37,2184.837935767557,308,7,12,Month-to-Month,0
CMP_4063,52,566.9076889293476,464,6,38,One Year,1
CMP_4064,42,8152.212437306322,488,12,18,One Year,0
CMP_4065,12,1229.559000723973,421,13,26,Month-to-Month,0
CMP_4066,47,4430.207303145289,40,10,37,One Year,1
CMP_4067,49,6949.429703293457,421,4,70,Two Year,0
CMP_4068,42,2749.577061833711,163,3,41,Two Year,0
CMP_4069,38,1297.6443527439037,153,9,79,One Year,1
CMP_4070,18,7815.2016703303725,31,9,42,One Year,1
CMP_4071,45,6486.6633064268935,479,12,76,One Year,1
CMP_4072,35,9890.659602624646,76,14,41,Month-to-Month,1
CMP_4073,30,3770.9263165396133,252,9,47,Month-to-Month,1
CMP_4074,24,1086.7426697568972,105,13,14,Month-to-Month,1
CMP_4075,42,7476.325335685309,194,9,1,Month-to-Month,0
CMP_4076,30,5456.467479105833,100,5,17,Month-to-Month,0
CMP_4077,14,2525.437348196783,388,11,55,Two Year,1
CMP_4078,6,7926.425395545214,286,10,53,Month-to-Month,1
CMP_4079,3,2435.6771155744655,326,0,31,One Year,0
CMP_4080,16,2976.2857209128974,400,12,62,One Year,1
CMP_4081,7,1379.0212664838318,282,4,8,Month-to-Month,0
CMP_4082,52,4294.606650793117,21,13,30,Month-to-Month,0
CMP_4083,14,4479.82762740548,267,3,77,One Year,0
CMP_4084,9,5388.337008308835,111,3,80,One Year,0
CMP_4085,15,7235.160537675886,72,6,66,Two Year,1
CMP_4086,21,9107.958822464045,132,8,45,Month-to-Month,1
CMP_4087,35,1808.473939434182,297,7,18,Two Year,0
CMP_4088,2,1016.3069343122421,298,10,45,Month-to-Month,1
CMP_4089,27,676.0467191461662,100,12,19,One Year,0
CMP_4090,2,1864.4030916537545,399,13,77,One Year,1
CMP_4091,35,6750.520114925446,5,11,68,Month-to-Month,1
CMP_4092,18,7411.032240966718,413,7,83,Month-to-Month,1
CMP_4093,14,7971.80427851716,302,4,50,Month-to-Month,1
CMP_4094,20,2815.2280130912554,184,5,25,Month-to-Month,0
CMP_4095,18,3406.000725984439,412,1,38,One Year,0
CMP_4096,10,5089.779132872245,185,12,36,Month-to-Month,1
CMP_4097,25,1100.2394201721518,239,10,68,One Year,1
CMP_4098,2,6305.844470506839,444,13,56,Month-to-Month,1
CMP_4099,25,9845.482819919698,323,2,39,One Year,0
CMP_4100,54,3927.6599580910242,341,4,63,One Year,0
CMP_4101,33,7652.051013368147,12,1,7,One Year,0
CMP_4102,36,5250.322197911276,447,2,58,One Year,0
CMP_4103,31,1714.212521423636,433,3,80,Month-to-Month,1
CMP_4104,14,6031.25576362457,31,5,59,Two Year,0
CMP_4105,1,3348.805550218617,312,4,48,Month-to-Month,1
CMP_4106,46,826.8304803078532,150,9,5,Month-to-Month,0
CMP_4107,16,6531.832436118566,95,3,87,Month-to-Month,1
CMP_4108,54,8659.857318584913,346,12,36,One Year,1
CMP_4109,46,3775.3127855488046,276,14,88,One Year,1
CMP_4110,52,4207.807698521319,326,1,25,One Year,0
CMP_4111,3,8964.705988188509,9,11,45,Month-to-Month,1
CMP_4112,35,8229.283726989881,86,10,19,Month-to-Month,1
CMP_4113,41,7292.051823741883,391,4,7,Two Year,0
CMP_4114,6,2863.572105654905,223,4,58,One Year,0
CMP_4115,25,9147.058222183123,122,10,81,Month-to-Month,1
CMP_4116,13,1966.9496966225233,85,6,66,One Year,1
CMP_4117,53,6454.319934463608,468,0,80,Month-to-Month,1
CMP_4118,34,773.6112151919276,74,3,39,Month-to-Month,1
CMP_4119,8,6615.338160086985,119,10,18,Month-to-Month,1
CMP_4120,21,3132.8713427969183,267,4,1,Month-to-Month,0
CMP_4121,34,4771.93128324534,310,7,63,Month-to-Month,1
CMP_4122,4,3780.0132445420045,146,11,3,Two Year,0
CMP_4123,25,2141.189184338994,426,14,21,One Year,0
CMP_4124,15,6408.817505891804,492,11,30,Month-to-Month,1
CMP_4125,4,8878.76777383577,211,7,11,One Year,0
CMP_4126,45,9611.300301682832,115,0,22,Two Year,0
CMP_4127,12,2327.290449962193,307,4,57,Month-to-Month,1
CMP_4128,32,7315.041353598247,116,9,89,Two Year,1
CMP_4129,32,6811.2239827539815,421,0,3,One Year,0
CMP_4130,28,3762.089000958439,47,0,30,Month-to-Month,0
CMP_4131,13,681.4423938603954,351,1,88,Month-to-Month,1
CMP_4132,31,7053.016849472228,289,1,45,Month-to-Month,1
CMP_4133,14,9482.201175315251,132,14,36,One Year,1
CMP_4134,20,6505.141158198688,189,14,87,Month-to-Month,1
CMP_4135,18,4635.280879782524,233,8,72,One Year,1
CMP_4136,29,5488.96199406047,393,3,64,One Year,0
CMP_4137,6,2396.4736727692166,225,2,54,Month-to-Month,1
CMP_4138,32,7630.169555660506,356,10,68,Two Year,1
CMP_4139,29,7590.988385093566,448,0,50,Two Year,0
CMP_4140,43,1882.414353680537,121,11,31,Month-to-Month,1
CMP_4141,2,8840.794633746762,74,1,29,Two Year,0
CMP_4142,23,3057.3025249964,390,5,59,Month-to-Month,1
